UID        PID  PPID  C STIME TTY          TIME CMD
root     27508 27485  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     27514 27477  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     27521 27374  0 Aug21 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-49f24a965c439c9195f4e5175c79e13189e1fbf4.js
root     27527 27494  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     27554  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27563     1  0 Aug23 ?        00:28:52 /usr/bin/containerd-shim-runc-v2 -namespace moby -id f9b8a6c46e500e28d3efb50eeae7016862adf4b1b836ded7cb663aca5f14d6e4 -address /run/containerd/containerd.sock
root     27573 27554  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     27600 27563  0 Aug23 pts/0    00:00:00 /bin/sh -c /bin/bash
root     27607  6873  0 Aug13 ?        00:00:00 /bin/sh
root     27622 27607  0 Aug13 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     27625  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27644  6873  0 Aug24 ?        00:00:00 /bin/sh
root     27645  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27652 27625  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     27658  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27671 27645  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     27680 27658  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     27688 27644  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     27731     2  0 11:08 ?        00:00:05 [kworker/2:1-eve]
root     27736 27600  0 Aug23 pts/0    00:00:00 /bin/bash
root     27756  6873  0 Aug24 ?        00:00:00 /bin/sh
root     27772 27756  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
chenyang 27808     1  0 Aug23 ?        00:00:00 SCREEN -S a14
chenyang 27809 27808  0 Aug23 pts/69   00:00:00 /bin/bash
root     27810  6873  0 Aug10 ?        00:00:00 /bin/sh
root     27828  6873  0 Aug10 ?        00:00:00 /bin/sh
root     27829 27810  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     27837  6873  0 Aug14 ?        00:00:00 /bin/sh
root     27840  6873  0 Aug24 ?        00:00:00 /bin/sh
root     27844 27828  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
chenyang 27855 27809  0 Aug23 pts/69   00:00:00 bash docker_run.sh
root     27857 27837  0 Aug14 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     27871     2  0 16:46 ?        00:00:00 [kworker/44:2]
root     27874  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27890  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27895 27840  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     27901 27874  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     27915 27890  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
chenyang 27923 27855  0 Aug23 pts/69   00:48:12 docker run --shm-size 8g --gpus all -v /data/yc/niti_new/niti-cifar10-float/:/niti -it wangmaolin/niti:0.1
root     27944  6873  0 Aug11 ?        00:00:00 /bin/sh
root     27957 13698  0 Aug12 ?        00:00:00 /bin/sh
root     27966 27944  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     27972 27957  0 Aug12 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-c517c6f73637ff079037af4ffe3d38ab9257a5f9.js
root     27976  6898  0 Aug10 ?        01:16:27 ./clash-linux-amd64-v1.9.0 -f config.yaml
root     28030  6873  0 Aug10 ?        00:00:00 /bin/sh
root     28038  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28052 28030  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28063 28038  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28065  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28073 13698  0 Aug20 ?        00:00:00 /bin/sh
root     28092 28073  0 Aug20 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-8dc3891840d3e85885addb6d0ebe7364a2f48994.js
root     28095 28065  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     28103  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28122 28103  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28131  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28152     1  0 Aug23 ?        00:29:20 /usr/bin/containerd-shim-runc-v2 -namespace moby -id ad3243ab1be704243aea7c494389642b931766fe3aa65236af718a59c8b732f7 -address /run/containerd/containerd.sock
root     28166 28131  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     28181 28152  0 Aug23 pts/0    00:00:00 /bin/sh -c /bin/bash
root     28199  6873  0 Aug22 ?        00:00:00 /bin/sh
root     28201 28858  0 Aug24 ?        00:00:00 /bin/sh
root     28202  6873  0 Aug21 ?        00:00:00 /bin/sh
root     28210 28199  0 Aug22 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-4235ecbebe1812ee96e40f61f016d1d236087442.js
root     28211 28202  0 Aug21 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-0470199d4a3a8ebc645ea1caa94d916a42c747a4.js
root     28234  6873  0 16:46 ?        00:00:00 /bin/sh
root     28241  6873  0 Aug20 ?        00:00:00 /bin/sh
root     28253  6873  0 Aug23 ?        00:00:00 /bin/sh
root     28271  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28272 28181  0 Aug23 pts/0    00:00:00 /bin/bash
root     28276 28253  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     28288 28201  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-4e100e5dee9064b9f2d5a5cfd02c591146f61d9b.js
root     28289  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28295     2  0 16:08 ?        00:00:00 [kworker/55:0-rc]
chenyang 28299     1  0 Aug23 ?        00:00:00 SCREEN -S a15
chenyang 28300 28299  0 Aug23 pts/97   00:00:00 /bin/bash
root     28308 28289  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     28317 28241  0 Aug20 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-a4148cd27eed52835aa0779d08fa102b0bc6a08a.js
root     28329 28234  0 16:46 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-d31589093119e5b50e114405320dff942d364f04.js
root     28334  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28341 28271  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-29ad1b22d300c6cf9a0ca3f63d47428ebd3c9830.js
root     28357 28334  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
chenyang 28380 28300  0 Aug23 pts/97   00:00:00 bash docker_run.sh
chenyang 28420 28380  0 Aug23 pts/97   00:47:29 docker run --shm-size 8g --gpus all -v /data/yc/niti_new/niti-cifar10-float/:/niti -it wangmaolin/niti:0.1
root     28432     2  0 15:40 ?        00:00:00 [kworker/39:0-ev]
root     28449  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28451  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28457  6873  0 Aug12 ?        00:00:00 /bin/sh
root     28459 28451  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-37d49d5db5a2847314dab6f354ebe08fb32d0d31.js
root     28464 28449  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     28472 28457  0 Aug12 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     28509  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28513  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28525     1  0 Aug23 ?        00:29:10 /usr/bin/containerd-shim-runc-v2 -namespace moby -id f0f85eabfa4cf603a1499b78b47be980ae5eed65f008572d18c613f7f0413dee -address /run/containerd/containerd.sock
root     28527  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28528 28509  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28532 28513  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28572 28527  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     28581 28525  0 Aug23 pts/0    00:00:00 /bin/sh -c /bin/bash
root     28601  6873  0 Aug27 ?        00:00:00 /bin/sh
root     28621 28601  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     28628  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28648  6873  0 Aug10 ?        00:00:00 /bin/sh
root     28649 28628  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     28659 28581  0 Aug23 pts/0    00:00:00 /bin/bash
root     28669 28648  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     28729  6873  0 Aug23 ?        00:00:00 /bin/sh
root     28746  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28751 28729  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     28752  6873  0 Aug10 ?        00:00:00 /bin/sh
root     28761  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28772 26546  0 Aug25 ?        00:00:00 /bin/sh
root     28774 28752  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     28787 28746  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     28796 28761  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     28810  6873  0 Aug27 ?        00:00:00 /bin/sh
root     28817  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28834     2  0 16:28 ?        00:00:00 [kworker/54:1-mm]
root     28839 28858  0 Aug25 ?        00:00:00 /bin/sh
root     28840 13698  0 Aug25 ?        00:00:00 /bin/sh
root     28842 28817  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     28854 28810  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     28858     1  0 Aug13 ?        00:33:28 /usr/bin/containerd-shim-runc-v2 -namespace moby -id e9f4def94e05276f9db162f54964cf04524b14fd1f31bf80f0517bbd72eef59c -address /run/containerd/containerd.sock
root     28881  6873  0 Aug11 ?        00:00:00 /bin/sh
root     28888 28858  0 Aug13 pts/0    00:00:00 /bin/bash
root     28904 28881  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     28923 28840  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-62918d62307b82056c3fb1dc619af156f5405da3.js
root     28946  6873  0 Aug26 ?        00:00:00 /bin/sh
root     28949  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28952 28858  0 Aug24 ?        00:00:00 /bin/sh
root     28965 28946  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-27efa1d4d63b42a048443c5a0544f4c505f1f70c.js
root     28966 28772  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-26b8150bd0b016b0a13ace27ad0b71cd7b36f041.js
root     28967 28949  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     28989  6873  0 Aug24 ?        00:00:00 /bin/sh
root     28996 28839  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-bca49e36a46d4a394524ba6194cc4a51df2db6a1.js
root     29003 28952  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-4e100e5dee9064b9f2d5a5cfd02c591146f61d9b.js
root     29005  6873  0 Aug24 ?        00:00:00 /bin/sh
root     29006 13698  0 Aug20 ?        00:00:00 /bin/sh
root     29013 28989  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-29ad1b22d300c6cf9a0ca3f63d47428ebd3c9830.js
root     29016  6873  0 Aug27 ?        00:00:00 /bin/sh
root     29026 29005  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     29045  6873  0 Aug10 ?        00:00:00 /bin/sh
root     29060 29045  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     29069 29016  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     29106  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29130 29106  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29149 13698  0 Aug12 ?        00:00:00 /bin/sh
root     29161 29149  0 Aug12 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-c517c6f73637ff079037af4ffe3d38ab9257a5f9.js
root     29175     2  0 14:02 ?        00:00:02 [kworker/21:2-rc]
root     29187  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29207 29187  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29208 38409  0 Aug29 ?        00:00:00 sshd: xudaliang [priv]
wuyaozo+ 29223 40936  0 17:15 ?        00:00:00 sleep 180
root     29227  6873  0 Aug11 ?        00:00:00 /bin/sh
chenyang 29242     1  0 Aug23 ?        00:00:00 SCREEN -S a16
chenyang 29243 29242  0 Aug23 pts/98   00:00:00 /bin/bash
root     29251 29227  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29266  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29278 29266  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     29285 13698  0 Aug20 ?        00:00:00 /bin/sh
chenyang 29289 29243  0 Aug23 pts/98   00:00:00 bash docker_run.sh
root     29291 29285  0 Aug20 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-8dc3891840d3e85885addb6d0ebe7364a2f48994.js
root     29298  6873  0 Aug10 ?        00:00:00 /bin/sh
root     29324 29298  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29359 28858  0 Aug25 ?        00:00:00 /bin/sh
chenyang 29371 29289  0 Aug23 pts/98   00:43:52 docker run --shm-size 8g --gpus all -v /data/yc/niti_new/niti-cifar10-float/:/niti -it wangmaolin/niti:0.1
root     29374  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29384  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29385  6873  0 Aug10 ?        00:00:00 /bin/sh
root     29389 29359  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-bca49e36a46d4a394524ba6194cc4a51df2db6a1.js
root     29393 29374  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29399 29385  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     29421 29384  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     29439  6873  0 Aug13 ?        00:00:00 /bin/sh
root     29452  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29466 29439  0 Aug13 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     29474 29452  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     29483  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29496     1  0 Aug23 ?        00:27:48 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 6348f62e0f22925e7329db4fa65d6342009c1094fe44b12fdabc5a9b337efb14 -address /run/containerd/containerd.sock
root     29497  6873  0 Aug10 ?        00:00:00 /bin/sh
root     29508 29483  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     29519 24370  0 17:15 ?        00:00:00 sleep 1
root     29523 26159  0 17:15 ?        00:00:00 sleep 1
root     29530 26695  0 17:15 ?        00:00:00 sleep 1
root     29532  6873  0 Aug27 ?        00:00:00 /bin/sh
root     29535 26758  0 17:15 ?        00:00:00 sleep 1
root     29538 29496  0 Aug23 pts/0    00:00:00 /bin/sh -c /bin/bash
cdq      29544 55514  0 17:16 pts/103  00:00:00 ps -ef
root     29548 26335  0 17:16 ?        00:00:00 sleep 1
root     29561 29532  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     29563  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29564  6873  0 Aug10 ?        00:00:00 /bin/sh
root     29575  6873  0 Aug12 ?        00:00:00 /bin/sh
root     29577  6873  0 Aug24 ?        00:00:00 /bin/sh
root     29580 29564  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     29586  6873  0 Aug23 ?        00:00:00 /bin/sh
root     29588 29575  0 Aug12 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     29590 29563  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     29616 29586  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     29627  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29644 29538  0 Aug23 pts/0    00:00:00 /bin/bash
root     29648 29577  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     29651 29627  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     29662  6873  0 Aug11 ?        00:00:00 /bin/sh
root     29667     2  0 16:54 ?        00:00:00 [kworker/u128:0-]
root     29669 13698  0 Aug13 ?        00:00:00 /bin/sh
root     29670 29497  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-01c4c92f9461e549d39df43fd1357c69fe55faa4.js
root     29682  6873  0 Aug24 ?        00:00:00 /bin/sh
root     29688 29662  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
chenyang 29705     1  0 Aug23 ?        00:00:00 SCREEN -S a17
chenyang 29706 29705  0 Aug23 pts/99   00:00:00 /bin/bash
root     29710 29669  0 Aug13 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-c517c6f73637ff079037af4ffe3d38ab9257a5f9.js
